42,0,61
22,0,7
82,0,5
54,0,60
89,0,7
35,0,61
27,0,7
17,0,31
72,0,6
14,0,9
18,0,61
93,0,31
54,1,60
40,1,61
33,1,61
72,1,7
30,1,4
82,1,7
17,1,31
93,1,31
56,2,25
58,2,8
43,2,25
49,2,8
41,2,10
68,2,8
81,2,8
54,2,60
36,2,10
62,2,10
40,2,60
39,2,61
66,2,25
26,2,4
20,2,10
38,2,8
4,2,25
34,2,61
32,2,25
30,2,7
8,2,8
75,2,8
19,2,60
90,2,10
11,2,6
24,2,60
18,3,10
62,3,3
91,3,10
68,3,10
11,3,7
74,3,5
66,3,3
42,3,10
39,3,10
53,3,6
27,3,0
38,3,10
47,3,10
26,3,7
54,3,10
49,4,4
24,4,61
54,4,60
68,4,5
10,4,61
28,4,61
53,4,7
74,4,7
27,4,61
91,4,11
91,5,11
54,5,60
94,5,61
68,5,7
38,5,61
49,5,7
74,5,61
54,6,60
74,6,11
27,6,61
46,6,61
26,6,4
91,6,11
49,6,61
32,7,61
65,7,6
89,7,5
91,7,11
15,7,61
5,7,25
37,7,4
74,7,11
54,7,60
26,7,7
60,8,5
37,8,7
65,8,7
89,8,7
74,8,61
24,8,61
91,8,6
67,8,4
54,8,60
26,8,61
47,9,10
66,9,10
20,9,25
54,9,10
79,9,10
49,9,4
62,9,25
43,9,10
45,9,10
90,9,25
60,9,7
56,9,10
26,9,10
42,9,10
78,9,10
91,9,7
73,9,10
32,9,10
74,9,10
36,9,25
38,9,10
41,9,25
72,9,10
89,9,10
67,9,7
30,9,5
4,9,10
26,10,10
54,10,10
47,10,10
79,10,10
73,10,10
74,10,10
56,10,3
58,10,0
68,10,5
89,10,10
30,10,7
66,10,10
38,10,10
96,10,10
45,10,10
49,10,7
34,10,4
44,10,10
62,10,10
78,10,10
72,10,10
15,10,6
42,10,10
34,11,7
97,11,61
49,11,61
96,11,8
78,11,11
54,11,60
68,11,7
73,11,11
38,11,61
15,11,7
81,11,4
47,11,8
81,12,7
28,12,8
32,12,8
37,12,8
12,12,8
14,12,8
47,12,8
89,12,8
34,12,8
11,12,8
72,12,8
54,12,60
15,12,61
96,12,8
5,12,8
68,12,61
73,12,11
26,12,8
81,13,11
89,13,61
54,13,60
5,13,25
73,13,11
11,13,6
35,13,4
62,13,61
38,14,4
11,14,7
73,14,5
56,14,61
78,14,61
67,14,61
81,14,11
54,14,60
35,14,7
73,15,7
54,15,60
81,15,11
35,15,61
38,15,7
5,15,61
89,15,8
29,15,61
11,15,8
95,15,8
78,15,5
89,16,8
19,16,60
95,16,11
4,16,25
82,16,5
20,16,10
85,16,61
41,16,10
32,16,25
40,16,60
35,16,8
66,16,25
38,16,8
56,16,25
53,16,8
58,16,8
60,16,8
78,16,7
36,16,10
24,16,60
74,16,8
62,16,10
90,16,10
43,16,25
81,16,11
50,16,8
54,16,60
95,17,10
89,17,1
18,17,10
74,17,10
47,17,10
26,17,10
54,17,10
81,17,10
53,17,10
56,17,10
8,17,10
60,17,10
45,17,10
62,17,10
44,17,10
96,17,10
27,17,10
82,17,7
85,17,10
66,17,10
30,18,61
54,18,60
79,18,61
27,18,61
76,18,6
85,18,11
60,18,4
82,18,61
42,19,61
22,19,61
60,19,7
54,19,60
85,19,11
76,19,7
26,20,8
15,20,61
11,20,8
54,20,60
60,20,61
19,21,61
14,21,11
89,21,8
54,21,60
67,21,61
72,21,61
39,22,61
90,22,61
54,22,60
14,22,11
5,22,25
89,22,61
56,23,10
90,23,25
64,23,3
26,23,10
54,23,10
58,23,6
47,23,1
79,23,10
62,23,25
8,23,10
20,23,25
66,23,10
15,23,2
78,23,10
18,23,3
73,23,5
4,23,10
38,23,4
39,23,10
41,23,25
89,23,10
32,23,10
14,23,10
42,23,10
43,23,10
12,23,10
36,23,25
14,24,10
18,24,10
66,24,10
12,24,10
65,24,4
38,24,7
72,24,6
39,24,10
73,24,7
62,24,10
42,24,10
79,24,10
58,24,7
56,24,10
89,24,10
47,24,10
54,24,10
78,24,5
72,25,7
76,25,8
39,25,4
78,25,7
54,25,60
65,25,7
11,25,8
42,25,11
98,25,61
29,25,61
39,26,7
54,26,60
65,26,61
42,26,4
67,26,6
42,27,7
54,27,60
94,27,5
67,27,7
72,27,8
54,28,60
8,28,6
72,28,8
94,28,7
87,28,61
72,29,8
8,29,7
66,29,61
5,29,25
36,29,11
81,29,4
27,29,8
54,29,60
77,30,8
74,30,61
19,30,60
24,30,60
29,30,11
54,30,60
38,30,8
40,30,60
46,30,60
47,30,8
8,30,61
81,30,7
58,30,8
33,30,8
